0.000000000000000000e+00,3.009728601846866324e-03,5.869080746945421086e-05,5.661332310791949724e-05,5.286228822164105561e-05,5.956121096308252130e-05,4.271668571622679722e-05,1.241058404255143157e-04,3.355451007221937014e-05,4.546388750109910928e-05,1.357803634432567228e-04,5.160893711370304082e-05,7.570363396832855080e-04,6.410275734145467618e-05,7.989586877994557393e-04,2.959658174868524385e-04,6.170093564368947167e-04,5.458993599052032681e-04,5.273996911634835932e-05,8.074483790321964694e-04,4.238308905052987725e-04,5.542078222657837025e-04,6.890815026763882781e-04,9.334687761122563183e-05,1.081900332414451656e-04,1.624297904868739728e-06,9.250754748438895389e-06,2.361733389585474587e-04,3.808592574875688036e-05,5.449791824553734969e-05,3.124292590994297910e-05,5.733303089405380971e-05,3.698919776239287504e-05,6.479750100956478036e-04,2.838751805157089907e-04,9.872035815266862625e-04,1.769092914503137763e-04,1.734866074503523740e-04,7.164672408376339169e-05,7.207086029542900379e-05,4.996679292288046595e-04,8.684108480961170312e-05,1.848699825159886472e-04
1.859631795457719920e-03,0.000000000000000000e+00,1.241644927435083009e-05,4.818906836816176084e-05,1.092666066835311784e-05,1.188538536705798758e-05,1.701008707748944996e-05,4.049170255894751048e-05,2.132265175615639946e-05,3.049831465367584799e-05,6.599380302569216928e-05,4.226147952861827775e-05,1.353493520565252246e-03,6.320600244064324580e-05,3.366913757112396997e-04,1.015710354574551622e-04,5.413130350520858804e-04,2.942327091375564131e-04,3.595617094390305476e-05,5.700915572501339497e-04,3.423631845605953645e-04,5.225153608898703769e-04,1.010243829783162616e-03,7.342962271695431707e-06,2.400804273205986908e-05,6.108187691982614705e-06,4.441858862980667475e-06,6.552482539395184053e-05,1.548096859139289346e-05,6.617062453709022261e-06,1.058060506642987380e-05,3.558722327551266522e-05,2.123561509906780949e-05,2.743192349556303374e-04,8.189864731322505633e-05,5.223468198872923112e-04,7.992018946279424269e-05,8.566406505866223193e-05,3.993340111175229133e-05,4.459441255315570033e-05,3.964903275617812951e-04,5.415094805599951131e-05,5.554004405139437514e-05
4.757323006950123787e-05,1.969748429866556406e-05,0.000000000000000000e+00,5.882106467027732903e-04,1.631569774332989470e-03,5.553405284216435719e-06,7.249166854884313644e-06,7.252054066357806639e-06,3.355641312652450127e-05,9.697222352145676142e-05,1.068957863978920245e-03,7.600582368141594073e-04,8.880454435310246915e-05,2.660468668645913195e-04,3.296551917714020765e-04,6.835108164474089408e-04,2.214535303552905637e-04,3.299663417514243110e-04,1.024061149370471523e-04,2.234267007186048427e-04,3.078618270243498301e-06,2.266973073098543926e-06,2.199463451191343420e-06,1.384123671105986025e-05,3.854145644518645109e-06,2.439788372846422816e-04,5.841886745675106533e-05,4.427489366617369419e-06,2.342221271571069075e-05,1.886262960802943892e-05,1.947957354157324017e-04,6.328195480601552154e-05,5.556728558297745636e-04,3.950952140495503665e-06,6.391607363345458636e-06,4.865113434652464863e-06,5.340883507720701762e-06,1.092107480383417213e-05,1.243413146005829352e-06,4.923694051600939902e-06,3.027892058050463726e-06,1.184382965333974396e-05,2.140908693892513741e-06
8.578236985612813195e-06,9.509062761468356763e-06,3.740103044523732838e-04,0.000000000000000000e+00,4.619601232988781352e-04,7.177473171008445424e-06,1.446560417543186699e-05,9.607233334123520385e-06,9.028869632261476215e-05,2.612470541363801535e-04,9.940364302076302972e-05,4.653401361366421747e-04,5.350530075576378261e-05,7.656515432238253295e-05,3.072797475670639402e-05,1.245741846804971221e-04,9.880369074762197909e-05,8.187831027865668122e-05,2.848503687439160018e-04,5.976257841499299370e-05,2.711687678907563826e-06,1.973954268562647764e-06,1.210954624174154916e-06,1.841503492692212892e-05,3.756838049949939860e-06,1.136501455883334738e-04,4.867958319215382265e-05,2.490351501030626224e-06,2.028638780599661387e-05,1.441000131147894661e-05,2.437341144562760620e-04,1.695894277784024823e-04,1.079282357329343182e-03,2.830536047390190221e-06,7.918847306645487990e-06,3.100356783834010696e-06,1.342103235797400432e-05,2.705760345415046520e-05,2.209896143284807517e-06,1.162520044906365488e-05,2.263256533973414685e-06,2.581676822977563965e-05,3.171147915238986823e-06
8.963733770637342718e-05,6.164725850160743639e-05,5.978801165089331045e-04,2.399090071978098764e-04,0.000000000000000000e+00,1.024923531490297783e-05,1.745904808582724783e-05,1.682776402449311293e-05,7.804684990508853153e-05,1.956040043906465034e-04,3.036216356893657966e-04,2.459494076613423725e-04,2.794449008754213023e-04,4.329948698746675722e-05,8.514769595331046011e-05,6.943901179996517410e-04,8.317383675707455942e-04,5.574258858679474217e-04,2.181976660503108772e-04,3.928064926588041529e-04,6.625248363066602096e-06,4.279983388983651721e-06,4.715424776573695284e-06,1.526041932657013327e-05,5.015419328658387802e-06,1.556950807951192040e-05,8.884570846048824613e-06,6.497760725301184171e-06,2.915914265732436459e-06,2.420657142809040271e-06,6.158586510307575133e-05,1.304307921144909799e-04,2.141039868470291630e-04,1.341855112240836484e-05,1.364132433734058669e-05,1.537460303484047600e-05,1.400016633420021601e-05,2.983235871712877366e-05,2.245364353732776989e-06,1.351932305016719061e-05,6.343217613960897828e-06,2.843241057577782508e-05,4.188292277174218616e-06
9.635485871296711323e-05,3.100304228983272219e-05,3.812918371424600880e-06,4.093744154306271012e-05,2.715280734394888310e-06,0.000000000000000000e+00,3.006548443916476007e-03,3.014245830619656855e-03,1.916648405715099934e-03,2.111115179771221777e-04,1.096350507200540314e-05,1.262717380573972461e-05,5.832769347709008929e-05,6.826422676600223886e-05,8.173174108239464981e-05,6.784475438005315871e-05,7.839667833315718166e-05,1.346118642415471177e-04,1.966048965369254992e-04,3.736654067793952099e-05,2.653116366355656708e-04,1.140940127796238039e-04,6.265854967160984610e-05,6.832816537120831556e-04,2.957336097611978692e-04,2.871071866024378600e-06,9.110392226545200819e-05,5.831661732905758788e-04,1.239430444151961869e-04,2.236299837230946378e-04,8.742605176863280179e-04,5.894233278059861835e-04,6.464654367200474525e-05,6.799237988042525910e-04,2.833528697159384997e-03,6.574452746887535053e-04,3.874884980176141955e-04,9.553418505010273119e-04,3.468958315004416933e-05,1.575916405749138349e-04,1.830817545878923652e-04,3.379147863607354562e-04,4.956659113495369114e-04
2.021555522252433079e-05,8.534612993642374124e-06,1.382779598661415863e-06,2.889959789435519270e-05,9.560609002823142632e-07,4.187031726894760442e-03,0.000000000000000000e+00,4.108620112166450934e-03,4.132103677321162516e-03,3.580979252700660612e-04,4.802013197915451452e-06,1.055948856554493547e-05,2.140952162448897544e-05,7.919431452620760055e-06,1.618064398762235082e-05,2.576509602236164685e-05,3.159543576677970088e-05,5.356404023228385111e-05,3.243085448014874374e-04,1.017211255399126370e-05,6.698214409078460908e-05,2.607563718901252165e-05,1.046513421442043983e-05,2.017421543681114813e-04,2.828104820066792643e-05,1.727344693360149077e-06,3.887228981224119133e-05,9.155319116337563856e-05,1.667642593499306689e-05,4.150830461575886256e-05,6.818136015514513100e-04,1.171424905225151901e-03,4.312891255090247602e-05,1.982170217701202013e-04,1.975432611246712156e-03,2.182859193846017085e-04,3.195384366222403863e-04,1.067318059626361400e-03,2.146463345765260076e-05,1.478034241474269323e-04,6.326331007102245420e-05,4.925646054592137122e-04,2.269094845319148809e-04
7.442809870851081993e-05,4.937137462246204473e-05,2.727169741030551362e-06,1.916533609061584501e-05,1.378396477113687955e-06,3.900468358856314707e-03,4.162399679118378507e-03,0.000000000000000000e+00,2.421145132930097900e-03,2.708754414773399937e-04,9.814072389463006298e-06,1.449669366459644538e-05,6.901296095563857189e-05,1.086623807358770002e-05,3.983501465963212428e-05,8.073552064704966219e-05,9.964752240416272400e-05,1.717004301821135632e-04,2.405688030188310954e-04,2.767183846574990114e-05,2.836544632164141651e-04,1.286731418586453744e-04,4.940013950309373662e-05,3.077344811070383142e-04,4.115446409603169153e-05,5.766967072690521161e-07,8.755069237904096225e-06,2.211117651278034723e-04,1.965069064913039821e-05,6.395188009337554873e-05,4.921742773860050693e-04,1.507726619699610235e-03,1.765748576901978020e-05,6.890436788711366833e-04,4.134448539394643303e-03,8.467238824845337627e-04,8.508821400265593202e-04,2.273482074064528229e-03,9.235681740753978860e-05,3.928244145092619891e-04,2.907882398937759001e-04,1.084020567666776859e-03,6.485394043481242706e-04
2.789671889394414517e-05,1.025398436615829588e-05,4.614155615182251256e-06,7.572945534758851222e-05,4.921004396910704670e-06,1.627155464448880101e-03,2.302485131995189033e-03,1.502716795589945998e-03,0.000000000000000000e+00,5.990511322414914875e-04,5.977183752909842620e-06,2.273254423255703595e-05,2.336067041119100862e-05,3.123157094524793424e-05,2.579293955728731465e-05,2.413354794775040662e-05,3.356449036562220492e-05,4.870313453803002665e-05,6.130351898321642580e-04,1.630563339176603532e-05,6.860298748706219118e-05,2.182387536017528663e-05,9.975381460657415630e-06,2.243782456050610408e-04,1.466373674107781513e-04,2.608532143731124870e-06,5.698715952807808648e-05,2.144489332804488848e-04,6.019603127871021712e-05,7.889525209545830112e-05,3.869028980073562505e-04,9.609932974963546377e-04,1.130938437204698015e-04,1.213242361323335682e-04,7.518376435422927974e-04,9.364772501650074014e-05,1.885229075774348857e-04,5.898384208710892541e-04,1.097836587427663787e-05,1.159154092226268989e-04,3.341232872565379187e-05,5.232587915949328018e-04,1.097122391906903214e-04
4.773892194599935732e-05,3.222992874956856360e-05,1.505113649701371567e-04,5.519469030776443397e-04,1.798392136533983015e-04,9.419077108131296760e-05,1.624684144670701788e-04,1.585119685180906113e-04,5.949449832765691358e-04,0.000000000000000000e+00,7.590860533814203128e-05,1.839754315921173096e-04,6.922414335846161697e-05,3.642879865586064051e-05,4.739796331841714187e-05,1.012082082886558380e-04,9.701197010799871684e-05,8.420549956042394982e-05,1.864292687218680866e-03,5.822029095010644340e-05,2.077411811851850756e-05,1.574754311332523483e-05,2.198916499147727008e-05,1.317958691759526005e-04,2.600284480147023678e-05,2.388931720714438563e-05,7.097545788297860716e-05,2.324013850948082957e-05,3.517401402780504638e-05,4.378321316690891976e-05,2.116767318327762346e-04,1.296072715261116937e-03,8.331776935721449699e-04,2.941022863612600057e-05,8.863675122805701159e-05,2.641080316578002754e-05,1.626517103011481790e-04,3.488901010097743044e-04,1.729393398593172487e-05,1.713659909682299838e-04,2.675750191971165581e-05,4.084091517259294947e-04,3.820973951381413073e-05
